,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,model_answer
4330,hg82,True,23,10,0,3,21,0.086142496708589533227495849132538,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small green circle,False
4331,hg82,True,24,10,1,19,5,0.58331222133290339115774258971214,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small yellow rectangle,True
4332,hg82,True,25,11,1,16,8,0.78443574707705465698381885886192,"""λx.apply1(rectangle,x.o)""
",rectangle,"def is_rule(obj):
    return obj.rectangle",large blue circle,True
4333,hg82,True,26,11,1,18,6,0.76137990917095521581359207630157,"""λx.apply1(rectangle,x.o)""
",rectangle,"def is_rule(obj):
    return obj.rectangle",small blue triangle,True
4334,hg82,True,27,11,0,2,22,0.041900524931520521931815892457962,"""λx.apply1(rectangle,x.o)""
",rectangle,"def is_rule(obj):
    return obj.rectangle",medium yellow triangle,False
4335,hg82,True,28,12,1,21,3,0.68586133399674054089700803160667,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small green rectangle,True
4336,hg82,True,29,12,1,21,3,0.69895141122026416269363835453987,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large green rectangle,True
4337,hg82,True,30,12,0,3,21,0.061287364858003456902224570512772,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large yellow triangle,False
4338,hg82,True,31,12,1,21,3,0.9526197912722409455454908311367,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large blue triangle,True
4339,hg82,True,32,13,0,6,18,0.031835658784871156967710703611374,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large green triangle,False
4340,hg82,True,33,14,1,22,2,0.94212314549201892077689990401268,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large blue circle,True
4341,hg82,True,34,14,1,20,4,0.83258582717951412632828578352928,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow rectangle,True
4342,hg82,True,35,14,0,1,23,0.1025751933723313413793221116066,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow circle,False
4343,hg82,True,36,14,1,23,1,0.88876661753283769940026104450226,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small green rectangle,True
4344,hg82,True,37,15,1,21,3,0.96379329585215600673109292984009,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow rectangle,True
4345,hg82,True,38,15,1,22,2,0.99511921592340968345524743199348,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large blue rectangle,True
4346,hg82,True,39,16,1,23,1,0.97824427476086839305935427546501,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium green rectangle,True
4347,hg82,True,40,17,1,19,5,0.91614040845831823389744386076927,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small blue triangle,True
4348,hg82,True,41,17,1,20,4,0.92012487616636917664436623454094,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium blue circle,True
4349,hg82,True,42,17,0,3,21,0.050184755694999694242142140865326,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small green triangle,False
4350,hg82,True,43,18,0,2,22,0.11432694962479672540212050080299,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow circle,False
4351,hg82,True,44,19,0,1,23,0.048715948167000533430837094783783,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium green circle,False
4352,hg82,True,45,19,0,1,23,0.04825861336246362043311819434166,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small yellow circle,False
4353,hg82,True,46,19,1,21,3,0.90954862639011935243615880608559,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow rectangle,True
4354,hg82,True,47,19,0,3,21,0.057768294608990800043102353811264,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large green circle,False
4355,hg82,True,48,19,0,1,23,0.040343514623828014009632170200348,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow circle,False
4356,hg82,True,49,20,0,0,24,0.003436227514612255617976188659668,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small green circle,False
4357,hg82,True,50,20,1,24,0,0.97164316581472576217493042349815,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow rectangle,True
4358,hg82,True,51,20,0,1,23,0.0012844012559298789710737764835358,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow circle,False
4359,hg82,True,52,20,1,23,1,0.97175586006119374360423535108566,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large yellow rectangle,True
4360,hg82,True,53,20,1,19,5,0.96871565233470846578711643815041,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium blue circle,True
4361,hg82,True,54,21,1,23,1,0.98930311830486061808187514543533,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium blue circle,True
4362,hg82,True,55,21,1,23,1,0.99814242241109241149388253688812,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium blue rectangle,True
4363,hg82,True,56,21,1,22,2,0.99082218659236787061672657728195,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large blue circle,True
4364,hg82,True,57,21,1,21,3,0.99118869096594153234036639332771,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",large blue triangle,True
4365,hg82,True,58,22,0,4,20,0.025709054343792558938730508089066,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",small green triangle,False
4366,hg82,True,59,23,0,2,21,0.0068555198440662934444844722747803,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow circle,False
4367,hg82,True,60,24,1,21,2,0.94487254195087189145851880311966,"""λx.apply1(compose11(compose8(or,rectangle),blue),x.o)""
",blue or rectangle,"def is_rule(obj):
    return obj.blue or obj.rectangle",medium yellow rectangle,True
1637,hg83,True,0,0,0,13,9,0.45051368894382903818041086196899,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green rectangle,False
1638,hg83,True,1,0,0,12,10,0.47188947690256100031547248363495,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue triangle,False
1639,hg83,True,2,1,1,5,17,0.28604490937777882209047675132751,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,False
1640,hg83,True,3,1,0,6,16,0.32307910455335786537034437060356,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue rectangle,False
1641,hg83,True,4,1,1,14,8,0.49152875608808699325891211628914,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue circle,False
1642,hg83,True,5,1,1,5,17,0.34900023468185281672049313783646,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,False
1643,hg83,True,6,2,0,6,16,0.36003606808776567049790173768997,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",medium green rectangle,False
1644,hg83,True,7,2,0,12,10,0.46914595314024154504295438528061,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",large yellow triangle,False
1645,hg83,True,8,2,0,12,10,0.62204159488453569792909547686577,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",small yellow circle,True
1646,hg83,True,9,2,0,7,15,0.41217582110198236478026956319809,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",large yellow rectangle,False
1647,hg83,True,10,3,1,17,5,0.24155507053558267216430976986885,"""λx.apply1(compose2(not,compose11(compose8(or,rectangle),yellow)),x.o)""
",not (rectangle or yellow),"def is_rule(obj):
    return not (obj.rectangle or obj.yellow)",large green triangle,False
1648,hg83,True,11,3,0,8,14,0.35524864083959073468577116727829,"""λx.apply1(compose2(not,compose11(compose8(or,rectangle),yellow)),x.o)""
",not (rectangle or yellow),"def is_rule(obj):
    return not (obj.rectangle or obj.yellow)",large blue triangle,False
1649,hg83,True,12,3,1,19,3,0.61178235641227729502134025096893,"""λx.apply1(compose2(not,compose11(compose8(or,rectangle),yellow)),x.o)""
",not (rectangle or yellow),"def is_rule(obj):
    return not (obj.rectangle or obj.yellow)",large blue circle,True
1650,hg83,True,13,4,0,5,17,0.26279308602499895641813054680824,"""λx.apply1(compose2(not,compose11(compose8(or,rectangle),yellow)),x.o)""
",not (rectangle or yellow),"def is_rule(obj):
    return not (obj.rectangle or obj.yellow)",large blue rectangle,False
1651,hg83,True,14,4,0,2,20,0.38138139533623416355112567543983,"""λx.apply1(compose2(not,compose11(compose8(or,rectangle),yellow)),x.o)""
",not (rectangle or yellow),"def is_rule(obj):
    return not (obj.rectangle or obj.yellow)",medium yellow circle,False
1652,hg83,True,15,4,0,2,20,0.27318778020071476930752396583557,"""λx.apply1(compose2(not,compose11(compose8(or,rectangle),yellow)),x.o)""
",not (rectangle or yellow),"def is_rule(obj):
    return not (obj.rectangle or obj.yellow)",large blue triangle,False
1653,hg83,True,16,5,0,0,22,0.16876348151686215715017169713974,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small yellow circle,False
1654,hg83,True,17,6,0,1,21,0.12682415793949530780082568526268,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,False
1655,hg83,True,18,6,0,3,19,0.16144934179112624406116083264351,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,False
1656,hg83,True,19,6,0,4,18,0.21052550760214217007160186767578,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,False
1657,hg83,True,20,6,0,2,20,0.14044221011329227621899917721748,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,False
1658,hg83,True,21,6,0,0,22,0.13631874475640870514325797557831,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,False
1659,hg83,True,22,7,0,1,21,0.032043940483163169119507074356079,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,False
1660,hg83,True,23,8,0,0,22,0.064838320883154665352776646614075,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow circle,False
1661,hg83,True,24,8,0,0,22,0.15499265360108438471797853708267,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,False
1662,hg83,True,25,9,0,1,21,0.093098731090549335931427776813507,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,False
1663,hg83,True,26,9,0,4,18,0.17455513793152022117283195257187,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,False
1664,hg83,True,27,9,0,1,21,0.19144697195213211671216413378716,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,False
1665,hg83,True,28,10,1,19,3,0.24423090674304148706141859292984,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,False
1666,hg83,True,29,10,0,0,22,0.079079175056904205121099948883057,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,False
1667,hg83,True,30,10,0,1,21,0.13793570655491294019157066941261,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue rectangle,False
1668,hg83,True,31,10,1,14,8,0.22452263810669137455988675355911,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,False
1669,hg83,True,32,10,1,19,3,0.43689979250677879463182762265205,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue circle,False
1670,hg83,True,33,11,0,2,20,0.25697317804269914631731808185577,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large green rectangle,False
1671,hg83,True,34,11,0,2,20,0.022189149805740271403919905424118,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium yellow triangle,False
1672,hg83,True,35,11,0,2,20,0.070151625197695466340519487857819,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large yellow triangle,False
1673,hg83,True,36,12,1,18,4,0.41745322982308152859332039952278,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small green triangle,False
1674,hg83,True,37,12,0,4,18,0.19716811190812677523354068398476,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large green circle,False
1675,hg83,True,38,12,1,17,5,0.46509013928505282819969579577446,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium blue circle,False
1676,hg83,True,39,13,0,2,20,0.14477353167660567123675718903542,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small blue triangle,False
1677,hg83,True,40,13,0,1,21,0.1007372378472837226581759750843,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large green circle,False
1678,hg83,True,41,13,1,19,3,0.62681468070127266400959342718124,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small blue circle,True
1679,hg83,True,42,14,1,21,1,0.79787206290870926750358194112778,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium blue circle,True
1680,hg83,True,43,14,0,2,20,0.043904708154968830058351159095764,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small blue triangle,False
1681,hg83,True,44,14,0,3,19,0.038431100819252606015652418136597,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small green circle,False
1682,hg83,True,45,14,0,0,22,0.068059266574778121139388531446457,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large yellow rectangle,False
1683,hg83,True,46,15,0,1,21,0.010102673886990487517323344945908,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",large yellow triangle,False
1684,hg83,True,47,15,0,0,22,0.012826756991444199229590594768524,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",small yellow triangle,False
1685,hg83,True,48,16,0,1,21,0.0049394220263820898253470659255981,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small yellow triangle,False
1686,hg83,True,49,16,1,19,3,0.78759723625421429460402578115463,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium blue circle,True
1687,hg83,True,50,17,0,0,22,0.088469523133653638069517910480499,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",small green rectangle,False
1688,hg83,True,51,17,0,0,22,0.11130763786968600470572710037231,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",large blue rectangle,False
1689,hg83,True,52,17,0,3,19,0.09620376508939898485550656914711,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",medium blue triangle,False
1690,hg83,True,53,17,1,20,2,0.85761622774009538261452689766884,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",small blue circle,True
1691,hg83,True,54,18,0,0,22,0.018180322127250292396638542413712,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",small blue triangle,False
1692,hg83,True,55,18,1,18,4,0.10019024120595076965400949120522,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",small green triangle,False
1693,hg83,True,56,18,0,1,21,0.027939674256117541517596691846848,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",medium blue rectangle,False
1694,hg83,True,57,18,0,0,22,0.015629637644110516703221946954727,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",large blue triangle,False
1695,hg83,True,58,18,0,0,22,0.016085388988813065225258469581604,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",circle and blue,"def is_rule(obj):
    return obj.circle and obj.blue",small yellow rectangle,False
1696,hg83,True,59,19,0,1,21,0.19192511727305827662348747253418,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",large yellow circle,False
1697,hg83,True,60,19,1,19,3,0.34459489758421568694757297635078,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",large green triangle,False
1698,hg83,True,61,19,0,2,20,0.061580470186413549527060240507126,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",large green circle,False
1699,hg83,True,62,20,1,19,3,0.62576772253169110626913607120514,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium green triangle,True
1700,hg83,True,63,20,1,20,2,0.62340268556670253019547089934349,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large green triangle,True
1701,hg83,True,64,20,0,0,22,0.0098294198452322234516032040119171,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium yellow triangle,False
1702,hg83,True,65,20,0,0,22,0.011955398788359161699190735816956,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large yellow triangle,False
1703,hg83,True,66,20,1,22,0,0.66034432807975917967269197106361,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large blue circle,True
1704,hg83,True,67,21,0,1,21,0.017560543815420714963693171739578,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",small blue triangle,False
1705,hg83,True,68,22,0,1,21,0.11875650304216378572164103388786,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium yellow circle,False
1706,hg83,True,69,22,1,19,3,0.70880694839445368415908887982368,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small blue circle,True
1707,hg83,True,70,22,0,1,21,0.0069865029369111653068102896213531,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small yellow triangle,False
1708,hg83,True,71,23,0,0,22,0.032724450018349671154282987117767,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",medium green circle,False
1709,hg83,True,72,23,1,22,0,0.8783964147962706192629411816597,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",small blue circle,True
1710,hg83,True,73,23,1,21,1,0.56560265159646405663806945085526,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",small green triangle,True
1711,hg83,True,74,23,0,0,22,0.023020270803499442990869283676147,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",medium blue triangle,False
1712,hg83,True,75,23,0,1,21,0.015196305130871223809663206338882,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",medium yellow rectangle,False
1713,hg83,True,76,24,1,21,1,0.91886806669458565011154860258102,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",medium blue circle,True
1714,hg83,True,77,24,0,1,21,0.012332433759866034961305558681488,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",small yellow rectangle,False
1715,hg83,True,78,24,0,0,22,0.016801017476950619311537593603134,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",medium yellow rectangle,False
1716,hg83,True,79,24,0,1,21,0.0055822477398805858683772385120392,"""λx.apply7(apply9(compose5(and,not),apply1(compose11(compose7(or,yellow),rectangle),x.o)),apply1(compose11(compose8(iff,green),triangle),x.o))""
",(green iff triangle) and not (yellow or rectangle),"def is_rule(obj):
    return ((obj.green and obj.triangle) or (not obj.green and not obj.triangle)) and not (obj.rectangle or obj.yellow)",small yellow triangle,False
