,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer,to_annotate
6426,same shape as a blue object,False,64,21,1,17,2,0.9421823167675711,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue triangle,hg87,21,True,True
6427,same shape as a blue object,False,65,22,0,1,18,0.017043625385781525,"""λx.exists(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s)""
",large yellow rectangle,hg87,22,False,True
6428,same shape as a blue object,False,66,23,1,17,2,0.9604410354777428,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue triangle,hg87,23,True,True
6429,same shape as a blue object,False,67,24,0,1,18,0.07925440528117633,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green circle,hg87,24,False,True
6430,same shape as a blue object,False,68,24,0,1,18,0.03132530981702075,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow triangle,hg87,24,False,True
6431,same shape as a blue object,False,69,24,1,18,1,0.9431310299307825,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue rectangle,hg87,24,True,True
6432,same shape as a blue object,False,70,24,1,18,1,0.9503944313332795,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue rectangle,hg87,24,True,True
6433,same shape as a blue object,False,71,24,0,2,17,0.10319350841427877,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow circle,hg87,24,False,True
6434,same shape as a blue object,False,72,25,0,1,18,0.0022064149967491176,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow triangle,hg87,25,False,True
6435,same shape as a blue object,False,73,25,0,2,17,0.00802332403861783,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg87,25,False,True
6436,same shape as a blue object,False,74,25,0,3,16,0.008224189898328405,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green rectangle,hg87,25,False,True
6437,same shape as a blue object,False,75,25,0,2,17,0.015195330455298972,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow rectangle,hg87,25,False,True
8008,same size as a circular object,False,0,1,1,10,14,0.4630532420618465,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue rectangle,hg88,1,False,True
8009,same size as a circular object,False,1,1,1,8,16,0.48815907947857795,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small blue rectangle,hg88,1,False,True
8010,same size as a circular object,False,2,1,1,11,13,0.5126572996757659,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue circle,hg88,1,True,True
8011,same size as a circular object,False,3,1,1,12,12,0.42574027975967965,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large yellow circle,hg88,1,False,True
8012,same size as a circular object,False,4,1,1,8,16,0.4310227053450717,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small yellow circle,hg88,1,False,True
8013,same size as a circular object,False,5,2,0,8,16,0.6658960945650279,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large blue triangle,hg88,2,True,True
8014,same size as a circular object,False,6,3,1,16,7,0.6312829580342623,"""λx.apply7(not,apply1(triangle,x.o))""
",medium green rectangle,hg88,3,True,True
8015,same size as a circular object,False,7,3,1,16,7,0.7213615304174255,"""λx.apply7(not,apply1(triangle,x.o))""
",medium green circle,hg88,3,True,True
8016,same size as a circular object,False,8,3,1,22,1,0.7956755918648923,"""λx.apply7(not,apply1(triangle,x.o))""
",small blue circle,hg88,3,True,True
8017,same size as a circular object,False,9,3,1,4,19,0.5286186639681318,"""λx.apply7(not,apply1(triangle,x.o))""
",small yellow triangle,hg88,3,True,True
8018,same size as a circular object,False,10,4,0,13,10,0.8143431393075389,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small green triangle,hg88,4,True,True
8019,same size as a circular object,False,11,4,1,19,4,0.7125587442646975,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large yellow circle,hg88,4,True,True
8020,same size as a circular object,False,12,4,1,19,4,0.903532255064988,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue circle,hg88,4,True,True
8021,same size as a circular object,False,13,5,0,20,3,0.6804452737929978,"""λx.apply7(not,apply1(triangle,x.o))""
",medium yellow rectangle,hg88,5,True,True
8022,same size as a circular object,False,14,5,1,19,4,0.755207699531411,"""λx.apply7(not,apply1(triangle,x.o))""
",small yellow rectangle,hg88,5,True,True
8023,same size as a circular object,False,15,5,1,21,2,0.8539346810065354,"""λx.apply7(not,apply1(triangle,x.o))""
",small yellow circle,hg88,5,True,True
8024,same size as a circular object,False,16,6,1,20,3,0.8480694766358283,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large green circle,hg88,6,True,True
8025,same size as a circular object,False,17,6,1,12,11,0.6462395853091039,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large green triangle,hg88,6,True,True
8026,same size as a circular object,False,18,6,0,10,13,0.5023598452202123,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium yellow rectangle,hg88,6,True,True
8027,same size as a circular object,False,19,6,0,20,3,0.39783739059510026,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium yellow triangle,hg88,6,False,True
8028,same size as a circular object,False,20,6,0,21,2,0.5524929672617418,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green rectangle,hg88,6,True,True
8029,same size as a circular object,False,21,7,0,16,7,0.18670797749734902,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium blue rectangle,hg88,7,False,True
8030,same size as a circular object,False,22,7,1,16,7,0.8961192561255302,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green circle,hg88,7,True,True
8031,same size as a circular object,False,23,7,1,19,4,0.9050243526255599,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow circle,hg88,7,True,True
8032,same size as a circular object,False,24,7,1,18,5,0.9752876547233882,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large green circle,hg88,7,True,True
8033,same size as a circular object,False,25,7,1,16,7,0.725915298515929,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow rectangle,hg88,7,True,True
8034,same size as a circular object,False,26,8,1,16,7,0.9864059769786309,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue circle,hg88,8,True,True
8035,same size as a circular object,False,27,8,1,22,1,0.8326944227605964,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large green rectangle,hg88,8,True,True
8036,same size as a circular object,False,28,8,1,18,5,0.9081541036674707,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green rectangle,hg88,8,True,True
8037,same size as a circular object,False,29,8,0,7,16,0.08089313827326805,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium yellow rectangle,hg88,8,False,True
8038,same size as a circular object,False,30,8,1,22,1,0.9926341543607577,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large green circle,hg88,8,True,True
8039,same size as a circular object,False,31,9,0,5,18,0.050181390642251245,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium yellow triangle,hg88,9,False,True
8040,same size as a circular object,False,32,9,1,20,3,0.9948073033787068,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue circle,hg88,9,True,True
8041,same size as a circular object,False,33,9,1,17,6,0.9688032482350764,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue rectangle,hg88,9,True,True
8042,same size as a circular object,False,34,10,0,16,7,0.46769042511846237,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow rectangle,hg88,10,False,True
8043,same size as a circular object,False,35,10,0,8,15,0.029079142217824483,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium yellow triangle,hg88,10,False,True
8044,same size as a circular object,False,36,11,0,14,9,0.3036174041205868,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue triangle,hg88,11,False,True
8045,same size as a circular object,False,37,11,1,13,10,0.9114631914613938,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium blue circle,hg88,11,True,True
8046,same size as a circular object,False,38,11,0,14,9,0.24078540676214288,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large blue triangle,hg88,11,False,True
8047,same size as a circular object,False,39,11,0,15,8,0.25509197273004247,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large blue rectangle,hg88,11,False,True
8048,same size as a circular object,False,40,11,0,14,9,0.15877734002413035,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large yellow rectangle,hg88,11,False,True
8049,same size as a circular object,False,41,12,0,11,12,0.05606849302012051,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow rectangle,hg88,12,False,True
8050,same size as a circular object,False,42,12,0,15,8,0.06829065068495765,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green rectangle,hg88,12,False,True
8051,same size as a circular object,False,43,13,1,7,15,0.8405927970305811,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue triangle,hg88,13,True,True
8052,same size as a circular object,False,44,13,1,18,4,0.9797492206413381,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green circle,hg88,13,True,True
8053,same size as a circular object,False,45,13,1,18,4,0.9807757728061688,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large green circle,hg88,13,True,True
8054,same size as a circular object,False,46,13,1,16,6,0.8408527234507801,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large green rectangle,hg88,13,True,True
8055,same size as a circular object,False,47,13,1,16,6,0.8430577147324811,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large green triangle,hg88,13,True,True
8056,same size as a circular object,False,48,14,0,17,5,0.04792017028364626,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large green rectangle,hg88,14,False,True
8057,same size as a circular object,False,49,14,1,15,7,0.9840959312252835,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green triangle,hg88,14,True,True
8058,same size as a circular object,False,50,14,1,15,7,0.996698209253168,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue circle,hg88,14,True,True
8059,same size as a circular object,False,51,14,0,10,12,0.028367816414402114,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large blue rectangle,hg88,14,False,True
8060,same size as a circular object,False,52,15,1,8,13,0.975745348399073,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large yellow triangle,hg88,15,True,True
8061,same size as a circular object,False,53,15,1,15,6,0.9986017958980256,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large green circle,hg88,15,True,True
8062,same size as a circular object,False,54,15,0,5,16,0.02120085541366734,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green rectangle,hg88,15,False,True
8063,same size as a circular object,False,55,15,1,16,5,0.9940554398928043,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium blue circle,hg88,15,True,True
8064,same size as a circular object,False,56,16,1,12,9,0.9828771241645882,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue rectangle,hg88,16,True,True
8065,same size as a circular object,False,57,16,1,12,9,0.9986929132138584,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green circle,hg88,16,True,True
8066,same size as a circular object,False,58,17,1,16,5,0.9909796028726987,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium yellow circle,hg88,17,True,True
8067,same size as a circular object,False,59,17,0,9,12,0.017693442753625277,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow rectangle,hg88,17,False,True
8068,same size as a circular object,False,60,18,1,15,6,0.9952429206418856,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow circle,hg88,18,True,True
8069,same size as a circular object,False,61,19,0,6,15,0.050825659485781216,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium blue triangle,hg88,19,False,True
8070,same size as a circular object,False,62,19,1,18,3,0.9643540713715311,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow circle,hg88,19,True,True
8071,same size as a circular object,False,63,19,1,21,0,0.9956313766435869,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large yellow circle,hg88,19,True,True
8072,same size as a circular object,False,64,19,0,6,15,0.03402835548229177,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium blue rectangle,hg88,19,False,True
8073,same size as a circular object,False,65,19,1,16,5,0.9652474131544295,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green circle,hg88,19,True,True
8074,same size as a circular object,False,66,20,0,7,14,0.01737598057525247,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large yellow rectangle,hg88,20,False,True
8075,same size as a circular object,False,67,20,0,7,14,0.019521794320553454,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large blue triangle,hg88,20,False,True
8076,same size as a circular object,False,68,21,0,8,13,0.032132766227050524,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium green triangle,hg88,21,False,True
8077,same size as a circular object,False,69,21,0,5,16,0.003248017759915456,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium blue rectangle,hg88,21,False,True
8078,same size as a circular object,False,70,21,0,6,15,0.04368157705289377,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue triangle,hg88,21,False,True
8079,same size as a circular object,False,71,21,0,9,12,0.007231878431070982,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large yellow triangle,hg88,21,False,True
8080,same size as a circular object,False,72,21,0,6,15,0.04391961779651865,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green rectangle,hg88,21,False,True
8081,same size as a circular object,False,73,22,1,6,15,0.906825520490429,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green rectangle,hg88,22,True,True
8082,same size as a circular object,False,74,22,0,4,17,0.004445889919338697,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium yellow triangle,hg88,22,False,True
8083,same size as a circular object,False,75,22,1,7,14,0.9070743392858276,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue triangle,hg88,22,True,True
8084,same size as a circular object,False,76,22,1,14,7,0.9991075157118985,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow circle,hg88,22,True,True
8085,same size as a circular object,False,77,23,1,17,4,0.9984518630097909,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large blue circle,hg88,23,True,True
8086,same size as a circular object,False,78,23,1,17,4,0.9982844642152031,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium blue circle,hg88,23,True,True
8087,same size as a circular object,False,79,23,1,13,8,0.9846653005354256,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large blue triangle,hg88,23,True,True
8088,same size as a circular object,False,80,24,0,6,15,0.002381376823223036,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium green triangle,hg88,24,False,True
8089,same size as a circular object,False,81,24,0,9,12,0.003738173011925028,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large blue triangle,hg88,24,False,True
8090,same size as a circular object,False,82,24,0,8,13,0.004310836225727144,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small green rectangle,hg88,24,False,True
8091,same size as a circular object,False,83,25,0,4,17,0.002412430417507494,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",large yellow triangle,hg88,25,False,True
8092,same size as a circular object,False,84,25,0,3,18,0.0021716109409908313,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium yellow rectangle,hg88,25,False,True
8093,same size as a circular object,False,85,25,1,14,7,0.9800260681581676,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small yellow rectangle,hg88,25,True,True
8094,same size as a circular object,False,86,25,1,15,6,0.9993814693391414,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",small blue circle,hg88,25,True,True
8095,same size as a circular object,False,87,25,0,7,14,0.0034319416064363395,"""λx.exists(compose11(compose8(and,apply2(same_size,x.o)),circle), x.s)""
",medium blue rectangle,hg88,25,False,True
2391,exists another object of the same shape that is blue,False,0,1,0,12,12,0.45139614977438214,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green circle,hg89,1,False,True
2392,exists another object of the same shape that is blue,False,1,2,0,11,13,0.44980189679074556,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg89,2,False,True
2393,exists another object of the same shape that is blue,False,2,2,0,3,21,0.3219275156112644,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg89,2,False,True
2394,exists another object of the same shape that is blue,False,3,2,1,11,13,0.3450832132270989,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg89,2,False,True
2395,exists another object of the same shape that is blue,False,4,2,1,12,12,0.386945847824677,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow triangle,hg89,2,False,True
2396,exists another object of the same shape that is blue,False,5,2,1,9,15,0.3392934118243147,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg89,2,False,True
2397,exists another object of the same shape that is blue,False,6,3,0,5,19,0.4039541817001009,"""λx.apply1(triangle,x.o)""
",medium blue triangle,hg89,3,False,True
2398,exists another object of the same shape that is blue,False,7,3,1,23,1,0.753339971675473,"""λx.apply1(triangle,x.o)""
",medium green triangle,hg89,3,True,True
2399,exists another object of the same shape that is blue,False,8,4,0,20,4,0.6942108633588759,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",large yellow triangle,hg89,4,True,True
2400,exists another object of the same shape that is blue,False,9,4,0,22,2,0.7660427516215123,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",small green triangle,hg89,4,True,True
2401,exists another object of the same shape that is blue,False,10,5,0,18,6,0.2265265275331103,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow triangle,hg89,5,False,True
2402,exists another object of the same shape that is blue,False,11,5,0,4,20,0.28044300777594344,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg89,5,False,True
2403,exists another object of the same shape that is blue,False,12,6,0,2,21,0.2739156724165923,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg89,6,False,True
2404,exists another object of the same shape that is blue,False,13,6,0,4,19,0.19312338427596387,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg89,6,False,True
2405,exists another object of the same shape that is blue,False,14,7,0,4,19,0.25148471367140246,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg89,7,False,True
2406,exists another object of the same shape that is blue,False,15,8,0,1,22,0.18737512220673125,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg89,8,False,True
2407,exists another object of the same shape that is blue,False,16,8,0,3,20,0.34757060448350785,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg89,8,False,True
2408,exists another object of the same shape that is blue,False,17,8,0,2,21,0.09829071154570101,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg89,8,False,True
2409,exists another object of the same shape that is blue,False,18,8,0,3,20,0.22891587554215675,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg89,8,False,True
2410,exists another object of the same shape that is blue,False,19,8,0,2,21,0.2298017802833101,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg89,8,False,True
2411,exists another object of the same shape that is blue,False,20,9,1,7,16,0.16265139024392283,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg89,9,False,True
2412,exists another object of the same shape that is blue,False,21,9,0,0,23,0.21790794362982524,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg89,9,False,True
2413,exists another object of the same shape that is blue,False,22,9,0,1,22,0.11217684388782345,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg89,9,False,True
2414,exists another object of the same shape that is blue,False,23,10,0,0,23,0.042499811924699316,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg89,10,False,True
2415,exists another object of the same shape that is blue,False,24,10,0,18,5,0.33601653595508196,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg89,10,False,True
2416,exists another object of the same shape that is blue,False,25,10,0,1,22,0.12680847027706932,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg89,10,False,True
2417,exists another object of the same shape that is blue,False,26,11,0,1,22,0.14519548853354536,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg89,11,False,True
2418,exists another object of the same shape that is blue,False,27,11,0,1,22,0.1726361792626676,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg89,11,False,True
2419,exists another object of the same shape that is blue,False,28,11,0,0,23,0.07468614677429741,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg89,11,False,True
2420,exists another object of the same shape that is blue,False,29,11,0,0,23,0.05490367659479034,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg89,11,False,True
2421,exists another object of the same shape that is blue,False,30,12,0,1,22,0.1327704892220254,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg89,12,False,True
2422,exists another object of the same shape that is blue,False,31,12,0,1,22,0.05046167149794201,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg89,12,False,True
2423,exists another object of the same shape that is blue,False,32,12,0,1,22,0.07730619303765707,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg89,12,False,True
2424,exists another object of the same shape that is blue,False,33,13,0,1,22,0.10085145628977443,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg89,13,False,True
2425,exists another object of the same shape that is blue,False,34,13,1,1,22,0.08069045113802531,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg89,13,False,True
2426,exists another object of the same shape that is blue,False,35,14,0,4,19,0.12811284805832202,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg89,14,False,True
2427,exists another object of the same shape that is blue,False,36,14,0,2,21,0.053283883042126945,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg89,14,False,True
2428,exists another object of the same shape that is blue,False,37,14,0,0,23,0.055801443916834614,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg89,14,False,True
2429,exists another object of the same shape that is blue,False,38,15,0,0,23,0.040747060791545664,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg89,15,False,True
2430,exists another object of the same shape that is blue,False,39,15,0,1,22,0.10683993115992507,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg89,15,False,True
2431,exists another object of the same shape that is blue,False,40,15,0,12,11,0.11440570833133279,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg89,15,False,True
2432,exists another object of the same shape that is blue,False,41,15,0,12,11,0.1194526511632148,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg89,15,False,True
2433,exists another object of the same shape that is blue,False,42,15,0,1,22,0.07488176069011843,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg89,15,False,True
2434,exists another object of the same shape that is blue,False,43,16,0,2,21,0.04156878476351267,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg89,16,False,True
2435,exists another object of the same shape that is blue,False,44,16,0,2,21,0.07453317446493202,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow rectangle,hg89,16,False,True
2436,exists another object of the same shape that is blue,False,45,16,0,2,21,0.04106279481743513,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg89,16,False,True
2437,exists another object of the same shape that is blue,False,46,16,1,10,13,0.20062029516316215,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg89,16,False,True
2438,exists another object of the same shape that is blue,False,47,16,0,2,21,0.051034570674801216,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg89,16,False,True
2439,exists another object of the same shape that is blue,False,48,17,1,4,19,0.08890034238027056,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",small yellow circle,hg89,17,False,True
2440,exists another object of the same shape that is blue,False,49,17,0,1,22,0.02067143312672215,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",small blue circle,hg89,17,False,True
2441,exists another object of the same shape that is blue,False,50,17,1,2,21,0.11407737599665779,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",small yellow rectangle,hg89,17,False,True
2442,exists another object of the same shape that is blue,False,51,17,0,2,21,0.03617776175860854,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",medium blue rectangle,hg89,17,False,True
2443,exists another object of the same shape that is blue,False,52,17,1,10,13,0.12175436130121398,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",large green circle,hg89,17,False,True
2444,exists another object of the same shape that is blue,False,53,18,0,3,20,0.013822810036799638,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",medium blue circle,hg89,18,False,True
2445,exists another object of the same shape that is blue,False,54,19,0,8,15,0.03703939164188341,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg89,19,False,True
2446,exists another object of the same shape that is blue,False,55,19,1,17,6,0.406315448777832,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg89,19,False,True
2447,exists another object of the same shape that is blue,False,56,19,0,0,23,0.017647333382114994,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue rectangle,hg89,19,False,True
2448,exists another object of the same shape that is blue,False,57,19,1,16,7,0.4191343333063742,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg89,19,False,True
2449,exists another object of the same shape that is blue,False,58,19,0,1,22,0.013622018016576476,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg89,19,False,True
2450,exists another object of the same shape that is blue,False,59,20,0,1,21,0.019398706425363343,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",medium blue circle,hg89,20,False,True
